user_input,reference
Người yêu cầu đăng ký giám hộ trực tuyến có thể sử dụng bản sao điện tử đã có sẵn không?,"Có, nếu giấy tờ đã có bản sao điện tử hoặc bản điện tử giấy tờ hộ tịch thì người yêu cầu được sử dụng bản điện tử này."
"Khi đến nhận kết quả đăng ký giám hộ, người nộp hồ sơ trực tuyến phải nộp giấy tờ gì?",Nộp bản chính các giấy tờ là thành phần hồ sơ đăng ký giám hộ theo quy định.
"Cơ quan đăng ký hộ tịch sẽ làm gì nếu giấy tờ đăng ký giám hộ bị tẩy xóa, sửa chữa, làm giả?",Cơ quan đăng ký hộ tịch có thẩm quyền hủy bỏ kết quả đăng ký giám hộ.
"Khi nộp hồ sơ đăng ký giám hộ trực tiếp, người tiếp nhận có được yêu cầu nộp bản sao giấy tờ không?","Không, người tiếp nhận chỉ kiểm tra, đối chiếu, chụp lại hoặc ghi lại thông tin để lưu trong hồ sơ và trả lại cho người xuất trình."
Người yêu cầu đăng ký giám hộ có thể nộp loại bản sao nào thay cho bản chính để đối chiếu?,"Có thể nộp bản sao chứng thực từ bản chính, bản sao được cấp từ sổ gốc hoặc bản chụp kèm theo bản chính giấy tờ để đối chiếu."
"Khi người yêu cầu nộp bản chụp kèm bản chính để đăng ký giám hộ, người tiếp nhận phải làm gì?","Kiểm tra, đối chiếu bản chụp với bản chính và ký xác nhận."
Người tiếp nhận hồ sơ đăng ký giám hộ có được yêu cầu nộp thêm giấy tờ ngoài quy định không?,Không được yêu cầu người đăng ký nộp thêm giấy tờ mà pháp luật hộ tịch và pháp luật nuôi con nuôi không quy định phải nộp.
Việc thanh toán lệ phí khi đăng ký giám hộ trực tuyến được thực hiện như thế nào?,Thông qua chức năng thanh toán trực tuyến hoặc bằng cách thức khác theo quy định pháp luật.
Phiếu xin lỗi và hẹn lại ngày trả kết quả đăng ký giám hộ được gửi đến người yêu cầu nộp hồ sơ trực tuyến bằng cách nào?,Gửi qua thư điện tử hoặc gửi tin nhắn qua điện thoại di động.
Việc ký tên vào Sổ đăng ký giám hộ diễn ra ở bước nào của thủ tục?,"Ở bước cuối cùng, khi người có yêu cầu đến nhận Trích lục đăng ký giám hộ."
"Khi đăng ký giám hộ cử, hồ sơ cần có văn bản cử người giám hộ theo quy định của bộ luật nào?",Theo quy định của Bộ luật Dân sự.
"Khi đăng ký giám hộ đương nhiên, hồ sơ cần có giấy tờ chứng minh điều kiện theo quy định của bộ luật nào?",Theo quy định của Bộ luật Dân sự.
Ai là người phải ký xác nhận vào bản chụp giấy tờ khi làm thủ tục đăng ký giám hộ trực tiếp?,Người tiếp nhận hồ sơ.
Hậu quả nếu người yêu cầu đăng ký giám hộ không cung cấp được bản chính giấy tờ khi đến nhận kết quả là gì?,Cơ quan đăng ký hộ tịch có thẩm quyền hủy bỏ kết quả đăng ký giám hộ.
"Khi ủy quyền đăng ký giám hộ cho anh ruột, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
"Khi ủy quyền đăng ký giám hộ cho vợ/chồng, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
"Khi ủy quyền đăng ký giám hộ cho cha/mẹ, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
"Khi ủy quyền đăng ký giám hộ cho con, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
"Khi ủy quyền đăng ký giám hộ cho bạn bè, văn bản ủy quyền có cần chứng thực không?","Có, vì bạn bè không thuộc nhóm được miễn chứng thực (ông, bà, cha, mẹ, con, vợ, chồng, anh, chị, em ruột)."
"Nếu thông tin khai thác từ CSDLQG về dân cư không đủ khi làm thủ tục đăng ký giám hộ, người tiếp nhận sẽ làm gì?",Đề nghị người yêu cầu kê khai đầy đủ.
Người tiếp nhận hồ sơ sẽ khai thác thông tin trong CSDLQG về dân cư nếu người yêu cầu đăng ký giám hộ cung cấp những thông tin gì?,"Họ, chữ đệm, tên và ngày, tháng, năm sinh và số định danh cá nhân/thẻ căn cước công dân/thẻ căn cước/chứng minh nhân dân/căn cước điện tử."
"Trong thủ tục đăng ký giám hộ, biểu mẫu điện tử tương tác được cung cấp ở đâu?",Được cung cấp trên Cổng dịch vụ công.
Trách nhiệm của người yêu cầu đăng ký giám hộ khi nhận được Trích lục là gì?,Kiểm tra thông tin trên Trích lục và trong Sổ đăng ký giám hộ.
Việc chuyển hồ sơ đăng ký giám hộ để công chức hộ tịch xử lý diễn ra ngay sau bước nào?,"Ngay sau bước tiếp nhận hồ sơ đầy đủ, hợp lệ và cấp/gửi phiếu hẹn."
"Sau khi tiếp nhận, công chức tư pháp hộ tịch sẽ thẩm tra những gì trong hồ sơ đăng ký giám hộ?","Thẩm tra tính thống nhất, hợp lệ của các thông tin trong hồ sơ, giấy tờ, tài liệu do người yêu cầu nộp, xuất trình hoặc đính kèm."
Ai là người cuối cùng nhận Trích lục đăng ký giám hộ tại Bộ phận một cửa?,Người có yêu cầu đăng ký giám hộ.
"Để đăng ký nhận con nuôi trong nước qua mạng, người dân cần truy cập vào website nào?",Người dân cần truy cập vào Cổng Dịch vụ công Quốc gia tại địa chỉ https://dichvucong.gov.vn.
"Trên trang chủ Cổng Dịch vụ công Quốc gia, mục nào cần chọn để bắt đầu đăng ký nhận con nuôi trong nước?","Người dân cần chọn mục ""Hôn nhân và gia đình"" trong phần ""Công dân""."
"Sau khi chọn ""Hôn nhân và gia đình"", người dân cần nhấn vào mục nào để đăng ký nhận con nuôi?","Người dân cần nhấn vào mục ""Nhận con nuôi/ Đăng ký việc nhận con nuôi trong nước""."
Thủ tục đăng ký nhận con nuôi trong nước thuộc lĩnh vực nào được liệt kê trên Cổng Dịch vụ công?,"Thủ tục này thuộc lĩnh vực ""Hôn nhân và gia đình""."
Mã thủ tục đăng ký nhận nuôi con nuôi trong nước là gì?,Mã thủ tục là 2.001263.
Số quyết định ban hành thủ tục đăng ký nhận nuôi con nuôi trong nước là bao nhiêu?,Số quyết định là 71/QĐ‑BTP.
Tên thủ tục ghi rõ trong đăng ký nhận nuôi con nuôi trong nước là gì?,Là “Đăng ký việc nuôi con nuôi trong nước”.
Cấp thực hiện của thủ tục đăng ký nhận nuôi con nuôi trong nước thuộc cấp nào?,Thuộc cấp xã.
Loại thủ tục đăng ký nhận nuôi con nuôi trong nước được phân loại như thế nào?,Là TTHC không được luật giao cho địa phương quy định hoặc quy định chi tiết.
Lĩnh vực áp dụng cho thủ tục đăng ký nhận nuôi con nuôi trong nước là gì?,Lĩnh vực Nuôi con nuôi.
"Nếu công dân đủ điều kiện nhận con nuôi nhưng chưa tìm được trẻ, họ phải làm gì khi đăng ký nhận nuôi con nuôi trong nước?",Phải đăng ký nhu cầu nhận con nuôi với Sở Tư pháp nơi thường trú.
"Trong thủ tục đăng ký nhận nuôi con nuôi, cấp xã làm gì khi trẻ em bị bỏ rơi cần nhận nuôi?","Rà soát, đánh giá, sau đó xem xét, giải quyết hoặc gửi hồ sơ để tìm người nhận nuôi."
Ủy ban nhân dân cấp xã gửi hồ sơ trẻ em cho ai khi không có người nhận nuôi?,Gửi Sở Tư pháp kèm hồ sơ trẻ em.
"Trong đăng ký nhận nuôi con nuôi trong nước, ai chịu trách nhiệm tìm người nhận con tại cấp tỉnh?",Sở Tư pháp thông báo tìm người nhận con.
"Nếu cấp tỉnh hết hạn thông báo mà vẫn không có người nhận nuôi, thủ tục tiếp theo là gì?",Sở Tư pháp gửi danh sách trẻ em cho Bộ Tư pháp.
Ai sẽ thông báo tìm người nhận con nuôi trên phạm vi toàn quốc?,Bộ Tư pháp.
Người nhận con nuôi sẽ nộp hồ sơ ở đâu sau khi liên hệ với Sở Tư pháp?,Ủy ban nhân dân cấp xã nơi đăng ký.
Hồ sơ nhận nuôi trẻ mồ côi nộp tại đâu?,Tại UBND cấp xã nơi trẻ thường trú.
"Trong trường hợp cha dượng/mẹ kế nhận con riêng làm con nuôi, nộp hồ sơ ở đâu?",Tại UBND cấp xã nơi người nhận hoặc trẻ cư trú.
Trẻ em bị bỏ rơi chưa vào cơ sở nuôi dưỡng thì hồ sơ nộp cho UBND cấp xã nào?,UBND cấp xã nơi lập biên bản xác nhận tình trạng bị bỏ rơi.
Trẻ ở cơ sở nuôi dưỡng thì hồ sơ nộp ở đâu khi đăng ký nhận nuôi?,UBND cấp xã nơi có trụ sở của cơ sở nuôi dưỡng.
"Trong đăng ký nhận nuôi con nuôi, ai kiểm tra hồ sơ tại cấp xã?",Công chức tư pháp – hộ tịch.
"Khi kiểm tra hồ sơ nhận nuôi, công chức tư pháp – hộ tịch cần làm gì?","Nghiên cứu tâm tư, nguyện vọng và hoàn cảnh của các bên."
"Khi người được nhận làm con nuôi còn cha mẹ đẻ, công chức kiểm tra điều gì?",Kiểm tra có thỏa thuận giữa cha mẹ đẻ và cha mẹ nuôi về quyền và nghĩa vụ.
Công chức tư pháp – hộ tịch phải tư vấn gì cho trẻ em?,"Về việc tiếp tục được chăm sóc, nuôi dưỡng, giáo dục phù hợp điều kiện thực tế của gia đình."
Công chức tư pháp – hộ tịch tư vấn gì cho cha mẹ đẻ hoặc người giám hộ?,"Về mục đích nuôi con, quyền nghĩa vụ của cha mẹ nuôi/đẻ, quyền thay đổi ý kiến trong 15 ngày."
Thời hạn thay đổi ý kiến sau khi lấy ý kiến là bao nhiêu ngày?,15 ngày kể từ ngày lấy ý kiến đồng ý.
Ai tiến hành đăng ký nuôi con nuôi và giao nhận con tại cấp xã?,UBND cấp xã nơi đăng ký.
UBND cấp xã ghi gì vào sổ khi đăng ký nhận nuôi con nuôi?,Ghi vào Sổ đăng ký nuôi con nuôi.
Giấy tờ nào được trao khi đăng ký nhận nuôi con nuôi thành công?,Giấy chứng nhận nuôi con nuôi trong nước.
"Trong phần hồ sơ, khi sử dụng phiếu lý lịch tư pháp điện tử thì người nhận nuôi có phải nộp bản giấy CMND không?",Không phải nộp bản giấy CMND/hộ chiếu… nếu tra cứu được từ cơ sở dữ liệu quốc gia.
Kết quả tra cứu nhân thân lưu trữ dưới dạng nào khi đăng ký nhận nuôi con nuôi?,"Dưới dạng điện tử hoặc bản giấy, đính kèm hồ sơ."
Văn bản xác nhận hoàn cảnh gia đình được dùng xác minh điều kiện nào?,"Hoàn cảnh gia đình, chỗ ở, điều kiện kinh tế của người nhận nuôi."
"Nếu nơi thường trú và nơi ở hiện tại khác nhau, ai xác minh hoàn cảnh người nhận nuôi?",UBND cấp xã nơi thường trú hoặc nơi ở hiện tại theo yêu cầu.
"Giấy tờ tẩy xóa, sửa chữa hoặc khai sai có giá trị không khi đăng ký nhận nuôi?",Không có giá trị sử dụng và người thực hiện bị xử lý theo pháp luật.
Hồ sơ của người nhận con nuôi bao gồm những gì?,"Đơn xin nhận con nuôi, bản sao CMND/Hộ chiếu, giấy xác nhận hôn nhân, giấy khám sức khỏe, văn bản xác nhận hoàn cảnh, phiếu lý lịch tư pháp, đơn nhu cầu nhận trẻ em."
"Trong hồ sơ nhận nuôi, cần giấy khám sức khỏe cấp từ cơ sở y tế nào?",Cấp huyện trở lên (trừ các trường hợp đặc biệt như cha dượng…).
Hồ sơ trẻ được nhận làm con nuôi cần có ảnh như thế nào?,"Hai ảnh toàn thân, nhìn thẳng, chụp không quá 06 tháng."
Hồ sơ trẻ em bị bỏ rơi cần có giấy tờ nào?,Biên bản xác nhận tình trạng trẻ em bị bỏ rơi do UBND hoặc Công an cấp xã.
Trẻ em mồ côi cần cung cấp gì trong hồ sơ?,"Giấy chứng tử của cha đẻ, mẹ đẻ hoặc bản án của Tòa án tuyên bố cha/mẹ là đã chết."
Trẻ em mất tích cha/mẹ thì cần quyết định gì?,Quyết định Tòa án tuyên bố cha/mẹ mất tích.
Trẻ em mất năng lực cha/mẹ cần gì?,Quyết định Tòa án tuyên bố cha/mẹ mất năng lực hành vi dân sự.
Trẻ tại cơ sở nuôi dưỡng cần có gì trong hồ sơ?,Quyết định tiếp nhận của cơ sở nuôi dưỡng.
"Trường hợp cần chứng minh nơi cư trú của người nhận nuôi, UBND dựa thông tin từ đâu?",Cơ sở dữ liệu quốc gia về dân cư theo Nghị định 104/2022/NĐ‑CP.
"Nếu không khai thác dữ liệu cư trú, yêu cầu gì?","Người nhận nuôi nộp bản sao hoặc xuất trình thẻ Căn cước, CMND, giấy xác nhận cư trú hoặc Giấy thông báo số định danh cá nhân."
Đối tượng áp dụng đăng ký nhận nuôi con nuôi trong nước là ai?,Công dân Việt Nam.
Cơ quan thực hiện thủ tục đăng ký nhận nuôi con nuôi là ai?,"Ủy ban nhân dân xã, phường, thị trấn."
Cơ quan có thẩm quyền quyết định đăng ký nhận nuôi con nuôi là ai?,"Ủy ban nhân dân xã, phường, thị trấn."
Kết quả cấp sau khi hoàn thành đăng ký nhận nuôi con nuôi là gì?,Giấy chứng nhận nuôi con nuôi trong nước.
Người nhận nuôi cần thỏa mãn điều kiện gì về năng lực?,Có năng lực hành vi dân sự đầy đủ.
Người nhận nuôi phải hơn con nuôi bao nhiêu tuổi?,"Từ 20 tuổi trở lên, trừ trường hợp đặc biệt."
Trường hợp ngoại lệ về độ tuổi áp dụng cho ai?,"Cha dượng, mẹ kế, cô/cậu/dì/chú/bác ruột nhận con riêng làm con nuôi (dưới 20 tuổi vẫn được)."
"Về điều kiện sức khỏe, người nhận nuôi cần gì?","Có điều kiện về sức khỏe, kinh tế, chỗ ở đảm bảo nuôi dưỡng."
"Trường hợp không áp dụng điều kiện sức khỏe, chỗ ở là ai?","Cha dượng, mẹ kế hoặc người ruột nhận cháu, không áp dụng điều kiện này."
Người nhận nuôi cần có tố chất gì?,Có tư cách đạo đức tốt.
Ai không được phép đăng ký nhận nuôi con nuôi?,Người đang bị hạn chế quyền làm cha/mẹ với con dưới tuổi thành niên.
Ai bị cấm nhận nuôi do đang chấp hành bổ sung?,Người chấp hành quyết định xử lý hành chính tại cơ sở giáo dục hoặc chữa bệnh.
Ai không được nhận con nuôi do đang chấp hành án phạt?,Người đang chấp hành hình phạt tù.
Người chưa xóa án tích về tội nghiêm trọng có được nhận con nuôi không?,"Không được, nếu án tích về cố ý xâm phạm tính mạng, sức khỏe, nhân phẩm, danh dự, ngược đãi, ép, chứa chấp trẻ em hoặc mua bán, chiếm đoạt trẻ em."
Trẻ em nhận làm con nuôi phải dưới bao nhiêu tuổi?,"Dưới 16 tuổi, trừ trường hợp đặc biệt."
Trường hợp ngoại lệ về tuổi trẻ em là ai?,"Trẻ em được nhận làm con nuôi bởi cha dượng, mẹ kế, cô/cậu/dì/chú/bác thì dưới 18 tuổi."
Trẻ em cần đủ điều kiện gì để được nhận làm con nuôi?,"Là trẻ em bị bỏ rơi, mồ côi cả cha mẹ hoặc không nơi nương tựa."
Một người có thể là con của mấy người nuôi?,Một người chỉ được làm con của một người độc thân hoặc cả hai vợ chồng.
"Sau khi cấp xã từ chối đăng ký nhận nuôi, họ phải làm gì?","Trả lời bằng văn bản cho người nhận, cha mẹ đẻ, giám hộ hoặc đại diện cơ sở."
Sở Tư pháp làm gì khi nhận hồ sơ trẻ em từ cấp xã?,"Kiểm tra điều kiện người nhận, giao bộ hồ sơ trẻ cho họ, giới thiệu đến cấp xã."
"Trong thời hạn thông báo trên địa bàn tỉnh, ai tiếp tục kiểm tra điều kiện người nhận nuôi?",Sở Tư pháp.
Bộ Tư pháp thực hiện thông báo tìm người nhận nuôi trong phạm vi nào?,Trên phạm vi toàn quốc.
Người nhận nuôi cần có văn bản gì về hoàn cảnh gia đình?,"Văn bản xác nhận hoàn cảnh gia đình, chỗ ở, kinh tế."
Đơn đăng ký nhu cầu nhận trẻ em làm con nuôi dùng trong trường hợp nào?,Khi người nhận có nguyện vọng nhận con nhưng chưa tìm được trẻ em.
Phiếu lý lịch tư pháp trong hồ sơ phải là loại gì?,Phiếu lý lịch tư pháp số 1.
Trong hồ sơ nhận nuôi có yêu cầu giấy kết hôn khi nào?,Khi người nhận là cặp vợ chồng thì nộp giấy chứng nhận kết hôn.
Người nhận độc thân nhận con nuôi cần giấy gì về hôn nhân?,Giấy xác nhận tình trạng hôn nhân.
Nếu người nhận con nuôi có nơi thường trú và nơi ở khác nhau thì cần gì?,UBND cấp xã nơi thường trú xác minh hoặc gửi văn bản đề nghị nơi ở hiện tại xác minh.
"Trong thủ tục đăng ký nhận nuôi, cơ quan nào xác nhận nội dung hồ sơ tẩy xoá khai sai?","Công chức tư pháp – hộ tịch không chấp nhận, xử lý theo pháp luật."
Mã thủ tục hành chính cho việc đăng ký khai tử là gì?,Mã thủ tục là 1.000656.
Số quyết định liên quan đến thủ tục đăng ký khai tử là bao nhiêu?,Số quyết định là 85/QĐ-BTP.
Tên chính thức của thủ tục được đề cập trong tài liệu là gì?,Tên thủ tục là Thủ tục đăng ký khai tử.
Thủ tục đăng ký khai tử được thực hiện ở cấp nào?,Thủ tục đăng ký khai tử được thực hiện ở Cấp Xã.
Thủ tục đăng ký khai tử thuộc loại thủ tục hành chính nào?,Đây là loại TTHC được luật giao quy định chi tiết.
Lĩnh vực quản lý của thủ tục đăng ký khai tử là gì?,Lĩnh vực là Hộ tịch.
Đối tượng nào có thể thực hiện thủ tục đăng ký khai tử?,Đối tượng thực hiện là Công dân Việt Nam.
Cơ quan nào trực tiếp thực hiện thủ tục đăng ký khai tử?,"Cơ quan thực hiện là Ủy ban Nhân dân xã, phường, thị trấn."
Cơ quan nào có thẩm quyền quyết định việc đăng ký khai tử?,"Cơ quan có thẩm quyền là Ủy ban Nhân dân xã, phường, thị trấn."
Địa chỉ tiếp nhận hồ sơ đăng ký khai tử được quy định ở đâu?,Tại Ủy ban nhân dân cấp xã nơi cư trú cuối cùng của người chết.
Kết quả thực hiện của thủ tục đăng ký khai tử bao gồm những gì?,"Trích lục khai tử, Bản sao trích lục khai tử, Bản điện tử Trích lục khai tử."
Thủ tục đăng ký khai tử có yêu cầu hay điều kiện thực hiện nào không?,"Không, tài liệu ghi rõ mục Yêu cầu, điều kiện thực hiện là ""Không""."
Thời hạn để đi đăng ký khai tử sau khi có người chết là bao lâu?,Trong thời hạn 15 ngày kể từ ngày có người chết.
Ai có trách nhiệm đi đăng ký khai tử cho người chết?,"Vợ, chồng hoặc con, cha, mẹ hoặc người thân thích khác của người chết."
"Nếu người chết không có người thân thích, ai có trách nhiệm đi đăng ký khai tử?","Đại diện của cơ quan, tổ chức, cá nhân liên quan có trách nhiệm đi khai tử."
"Khi nộp hồ sơ đăng ký khai tử trực tiếp, người yêu cầu cần nộp tại đâu?",Người có yêu cầu nộp hồ sơ tại Bộ phận một cửa của UBND cấp xã có thẩm quyền.
"Để nộp hồ sơ đăng ký khai tử trực tuyến, người yêu cầu cần truy cập vào đâu?",Người yêu cầu truy cập Cổng dịch vụ công quốc gia hoặc Cổng dịch vụ công cấp tỉnh.
"Khi đăng ký khai tử trực tuyến, người yêu cầu cung cấp thông tin qua biểu mẫu nào?",Người yêu cầu cung cấp thông tin theo biểu mẫu điện tử tương tác đăng ký khai tử.
Ai có trách nhiệm kiểm tra tính chính xác và hợp lệ của hồ sơ đăng ký khai tử?,Cán bộ tiếp nhận hồ sơ tại Bộ phận một cửa.
Khi nào người nộp hồ sơ đăng ký khai tử trực tiếp sẽ nhận được Phiếu hẹn?,"Khi tiếp nhận hồ sơ sau 15 giờ, sẽ có Phiếu hẹn trả kết quả trong ngày làm việc tiếp theo."
"Nếu hồ sơ đăng ký khai tử chưa đầy đủ, cán bộ sẽ xử lý như thế nào?","Có thông báo cho người yêu cầu bổ sung, hoàn thiện hồ sơ, nêu rõ loại giấy tờ, nội dung cần bổ sung."
"Điều gì xảy ra nếu người yêu cầu không thể bổ sung, hoàn thiện hồ sơ đăng ký khai tử?",Trưởng bộ phận một cửa sẽ có thông báo từ chối giải quyết yêu cầu đăng ký khai tử.
Ai là người thực hiện thẩm tra chi tiết hồ sơ đăng ký khai tử sau khi tiếp nhận?,Công chức tư pháp - hộ tịch.
Trong trường hợp nào công chức phải lập Phiếu xin lỗi khi giải quyết hồ sơ đăng ký khai tử?,"Khi cần phải kiểm tra, xác minh làm rõ hoặc do nguyên nhân khác mà không thể trả kết quả đúng thời gian đã hẹn."
"Khi hồ sơ đăng ký khai tử hợp lệ, công chức tư pháp - hộ tịch sẽ ghi thông tin vào đâu?","Ghi vào Sổ đăng ký khai tử và cập nhật thông tin trên Phần mềm đăng ký, quản lý hộ tịch điện tử dùng chung."
"Đối với hồ sơ đăng ký khai tử trực tuyến, người yêu cầu có trách nhiệm gì sau khi nhận biểu mẫu Trích lục khai tử điện tử?","Có trách nhiệm kiểm tra tính chính xác, đầy đủ của các thông tin trên biểu mẫu và xác nhận."
Thời hạn tối đa để người yêu cầu xác nhận thông tin trên biểu mẫu Trích lục khai tử điện tử là bao lâu?,Tối đa một ngày.
"Nếu người yêu cầu đăng ký khai tử không phản hồi việc xác nhận Trích lục điện tử sau thời hạn, công chức sẽ làm gì?",Công chức tư pháp - hộ tịch sẽ thực hiện việc ghi nội dung vào Sổ đăng ký khai tử và cập nhật thông tin.
Ai là người ký Trích lục khai tử trước khi trả cho công dân?,Lãnh đạo UBND.
"Khi đến nhận kết quả đăng ký khai tử, người yêu cầu phải làm gì?","Kiểm tra thông tin trên Trích lục khai tử, trong Sổ đăng ký khai tử và ký tên vào Sổ đăng ký khai tử, nhận Trích lục."
"Khi nộp hồ sơ đăng ký khai tử trực tiếp, người yêu cầu cần điền tờ khai nào?",Tờ khai đăng ký khai tử theo mẫu.
Giấy tờ chính phải nộp khi đăng ký khai tử là gì?,Giấy báo tử hoặc giấy tờ thay Giấy báo tử do cơ quan có thẩm quyền cấp.
Khi nào người yêu cầu không phải nộp bản giấy Giấy báo tử khi đăng ký khai tử?,Khi người yêu cầu đã nộp bản điện tử Giấy báo tử hoặc cơ quan đăng ký hộ tịch đã khai thác được dữ liệu điện tử có ký số của Giấy báo tử.
"Để đăng ký khai tử cho người chết đã lâu không có Giấy báo tử, cần nộp giấy tờ gì?","Giấy tờ, tài liệu, chứng cứ do cơ quan, tổ chức có thẩm quyền cấp hoặc xác nhận hợp lệ chứng minh sự kiện chết."
"Khi ủy quyền thực hiện việc đăng ký khai tử, hồ sơ cần có giấy tờ gì?",Văn bản ủy quyền (được chứng thực) theo quy định của pháp luật.
"Khi ủy quyền đăng ký khai tử, văn bản ủy quyền không phải chứng thực trong trường hợp nào?","Trường hợp người được ủy quyền là ông, bà, cha, mẹ, con, vợ, chồng, anh, chị, em ruột của người ủy quyền."
Những loại giấy tờ nào cần xuất trình để chứng minh nhân thân của người đi đăng ký khai tử?,"Hộ chiếu, Chứng minh nhân dân, Thẻ căn cước công dân, Thẻ căn cước, Căn cước điện tử, Giấy chứng nhận căn cước hoặc giấy tờ khác có dán ảnh còn giá trị sử dụng."
Khi nào người yêu cầu không phải tải lên giấy tờ nhân thân khi đăng ký khai tử trực tuyến?,"Khi các thông tin cá nhân trong các giấy tờ này đã có trong CSDLQGVDC, CSDLHTĐT, được hệ thống điền tự động."
Cần xuất trình giấy tờ gì để xác định thẩm quyền đăng ký khai tử nếu thông tin cư trú của người chết không khai thác được?,Giấy tờ chứng minh nơi cư trú cuối cùng của người chết.
"Nếu không xác định được nơi cư trú cuối cùng của người chết, cần xuất trình giấy tờ gì để đăng ký khai tử?",Giấy tờ chứng minh nơi người đó chết hoặc nơi phát hiện thi thể của người chết.
"Nếu gửi hồ sơ đăng ký khai tử qua hệ thống bưu chính, các giấy tờ phải xuất trình cần được nộp dưới hình thức nào?",Phải gửi kèm theo bản sao có chứng thực các giấy tờ phải xuất trình.
Yêu cầu đối với bản chụp giấy tờ khi nộp hồ sơ đăng ký khai tử trực tuyến là gì?,"Phải bảo đảm rõ nét, đầy đủ, toàn vẹn về nội dung, là bản chụp từ giấy tờ được cấp hợp lệ, còn giá trị sử dụng."
Người yêu cầu đăng ký khai tử trực tuyến có thể sử dụng bản sao điện tử đã có sẵn không?,"Có, nếu giấy tờ đã có bản sao điện tử hoặc bản điện tử giấy tờ hộ tịch thì người yêu cầu được sử dụng bản điện tử này."
Giấy tờ đăng ký khai tử do cơ quan có thẩm quyền nước ngoài cấp cần đáp ứng điều kiện gì?,"Phải được hợp pháp hóa lãnh sự theo quy định của pháp luật, trừ trường hợp được miễn theo điều ước quốc tế mà Việt Nam là thành viên."
Hậu quả nếu người yêu cầu đăng ký khai tử không cung cấp được giấy tờ theo quy định là gì?,Cơ quan đăng ký hộ tịch có thẩm quyền hủy bỏ kết quả đăng ký khai tử.
"Cơ quan đăng ký hộ tịch sẽ làm gì nếu giấy tờ đăng ký khai tử bị tẩy xóa, sửa chữa, làm giả?",Cơ quan đăng ký hộ tịch có thẩm quyền hủy bỏ kết quả đăng ký khai tử.
"Khi nộp hồ sơ đăng ký khai tử trực tiếp, người tiếp nhận có được yêu cầu nộp bản sao giấy tờ không?","Không, người tiếp nhận chỉ kiểm tra, đối chiếu, chụp lại hoặc ghi lại thông tin để lưu trong hồ sơ và trả lại cho người xuất trình."
Người yêu cầu đăng ký khai tử có thể nộp loại bản sao nào thay cho bản chính để đối chiếu?,"Có thể nộp bản sao chứng thực từ bản chính, bản sao được cấp từ sổ gốc hoặc bản chụp kèm theo bản chính giấy tờ để đối chiếu."
"Khi người yêu cầu nộp bản chụp kèm bản chính để đăng ký khai tử, người tiếp nhận phải làm gì?","Kiểm tra, đối chiếu bản chụp với bản chính và ký xác nhận."
Người tiếp nhận hồ sơ đăng ký khai tử có được yêu cầu nộp thêm giấy tờ ngoài quy định không?,Không được yêu cầu người đăng ký nộp thêm giấy tờ mà pháp luật hộ tịch và pháp luật nuôi con nuôi không quy định phải nộp.
Việc thanh toán lệ phí khi đăng ký khai tử trực tuyến được thực hiện như thế nào?,Thông qua chức năng thanh toán trực tuyến hoặc bằng cách thức khác theo quy định pháp luật.
"Khi ủy quyền đăng ký khai tử cho anh ruột, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
"Khi ủy quyền đăng ký khai tử cho cha/mẹ, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
"Khi ủy quyền đăng ký khai tử cho con, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
"Khi ủy quyền đăng ký khai tử cho vợ/chồng, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
"Khi ủy quyền đăng ký khai tử cho ông/bà, văn bản ủy quyền có cần chứng thực không?","Không, văn bản ủy quyền không phải chứng thực."
"Khi ủy quyền đăng ký khai tử cho một người bạn, văn bản ủy quyền có cần chứng thực không?","Có, vì người bạn không thuộc trường hợp được miễn chứng thực."
"Nếu thông tin khai thác từ CSDLQG về dân cư không đủ khi làm thủ tục đăng ký khai tử, người tiếp nhận sẽ làm gì?",Đề nghị người yêu cầu kê khai đầy đủ.
Người tiếp nhận hồ sơ sẽ khai thác thông tin trong CSDLQG về dân cư nếu người yêu cầu đăng ký khai tử cung cấp những thông tin gì?,"Họ, chữ đệm, tên, ngày tháng năm sinh và số định danh cá nhân/thẻ căn cước công dân/thẻ căn cước/chứng minh nhân dân/căn cước điện tử."
"Trong thủ tục đăng ký khai tử, biểu mẫu điện tử tương tác được cung cấp ở đâu?",Được cung cấp trên Cổng dịch vụ công.
Việc ký tên vào Sổ đăng ký khai tử diễn ra ở bước nào của thủ tục?,"Ở bước cuối cùng, khi người có yêu cầu đến nhận Trích lục khai tử."
Việc chuyển hồ sơ đăng ký khai tử để công chức hộ tịch xử lý diễn ra ngay sau bước nào?,"Ngay sau bước tiếp nhận hồ sơ đầy đủ, hợp lệ và cấp/gửi phiếu hẹn."
